TITLE,CATEGORY,PUBLISHER,HOSTNAME
Did rampage shooter Elliot Rodger's therapists fail?,m,Hamilton Spectator,www.thespec.com
Black Outs and Talking Apes: Electricity and Sci-Fi Movies,e,FuelFix \(blog\),fuelfix.com
Stocks Close Up After Fed Trims Bond Purchases,b,KWTX,www.kwtx.com
UCBS killer convinced police he wasn't a threat after family plea for help one  ...,e,allvoices,www.allvoices.com
Barclays To Axe 20000 Jobs By End Of 2016,b,Mix 96,www.mix96.co.uk
US private job gains in June largest in 1-1/2 years,b,MSN Money,money.msn.com
Show Us Your Car: CHP Mustang cruiser,t,USA TODAY,www.usatoday.com
BMW investing $1 billion in Mexican assembly plant,b,Canadian HR Reporter,www.hrreporter.com
Samsung Galaxy Tab 3 Neo Released in India At Rs. 13475: Top 10 Online  ...,t,Gizbot,www.gizbot.com
Heartbleed bug: McAfee releases free tool to identify websites upgraded to  ...,t,Infotech Lead,infotechlead.com
"Rumor: Facebook Working on New Snapchat-Like App, 'Slingshot'",t,PC Magazine,www.pcmag.com
Keith Richards to publish book for kids,e,Eyewitness News,ewn.co.za
US in prime position to see full lunar eclipse Tuesday,t,Reuters,in.reuters.com
"Samsung, Google Race to Woo Smartwatch App Makers",t,Wall Street Journal \(blog\),blogs.wsj.com
"Apple Considering On-Demand Music Service and iTunes for Android, Says  ...",t,TechnoBuffalo,www.technobuffalo.com
US stocks drift higher in afternoon trading,e,Imperial Valley Press,www.ivpressonline.com
And The Next Big H&M Designer Collab Is …,e,TheGloss,www.thegloss.com
Heading to Coachella this weekend? Set times have been released!,e,MTV News Australia,www.mtv.com.au
Harry Styles knits while on tour,e,Divine.ca,www.divine.ca
'Shield' actor charged with murder after wife shot,e,KDWN,kdwn.com
"President, Business Groups Defend Money-Losing Export-Import Bank",b,The Heartland Institute,news.heartland.org
Timothy Geithner tried to quit as treasury secretary,b,The Times \(subscription\),www.thetimes.co.uk
Nest invites developers to power up its products,t,Android Community,androidcommunity.com
"Qualcomm acquires Wilocity, aims to bring faster wireless connection to mobile  ...",t,Tech Times,www.techtimes.com
Eli Wallach had the power to illuminate a character on stage and screen,e,Los Angeles Times,www.latimes.com
"The Internet's New Favorite Meme Is From ""Captain America 2""",e,BuzzFeed,www.buzzfeed.com
"In Vogue (finally!) Kim Kardashian, Kanye West - and unimpressed baby North",e,Parentdish,www.parentdish.co.uk
Barbara Walters announces final 'View' date,e,Cherry Hill Courier Post,archive.courierpostonline.com
Lilly research reveals new insight into Alzheimer's therapy options,m,Zenopa,www.zenopa.com
The Internet's Own Boy (Courtesy of Participant Media),t,The Herald \| HeraldOnline.com \(press release\),www.heraldonline.com
Valeant Increases Takeover Bid for Allergan -- Update,b,NASDAQ,www.nasdaq.com
Coachella 2014 Live Stream: Watch the Fest Webcast,e,Billboard,www.billboard.com
Nintendo falls back into red with $229m annual loss,t,RTE.ie,www.rte.ie
Rumor: Chris Martin Cheated On Gwyneth Paltrow With Kate Hudson,e,The Frisky,www.thefrisky.com
"$GLD, Gold Is The Most Bullish Since 2012",b,Live Trading News,www.livetradingnews.com
"Android TV aims for the centre of the living room through ""fun, fluid and fast  ...",t,ITProPortal,www.itproportal.com
Watch: Ryan Gosling's directorial debut looks a bit mental,e,Entertainment.ie,entertainment.ie
Britain sells 7.8% of Lloyds Bank for £4.2 billion,b,eNCA,www.enca.com
Watch Opening Sequence of Watch Dogs and Be Amazed,t,SegmentNext,segmentnext.com
Peace Corps evacuates over Ebola as 2 isolated - KWES NewsWest 9 / Midland  ...,m,NewsWest9.com,www.newswest9.com
Drugmaker Shire rejects $46bn bid | Bangkok Post: news,b,Bangkok Post,www.bangkokpost.com
Defunct OS risks ATM security,t,Bangkok Post,www.bangkokpost.com
Report: Climate change causing extreme weather,t,CBS42,cbs42.com
Recap: Facebook's First-Quarter Earnings and Call,b,Wall Street Journal \(blog\),blogs.wsj.com
Elizabeth Olsen 'engaged' to long term boyfriend Boyd Holbrook,e,OK\! Magazine,www.ok.co.uk
Why did all these countries start asking for Twitter's user data?,t,Washington Post \(blog\),www.washingtonpost.com
Samsung Galaxy Tab 3 10.1 tablet listed on company's online store at Rs. 36340,t,NDTV,gadgets.ndtv.com
"EUR/JPY Long-Term Forex Trading Sell Signal – May 12, 2014",b,ForexMinute.com,www.forexminute.com
Angelina Jolie: Why I Never Thought I'd Fall in Love,e,Newser,www.newser.com
PHOTOS: Stars arrive on Video Music Awards red carpet,e,KABC-TV,abc7.com
Twitter Shares Chirp Higher Following Analyst & Media Coverage Of COO  ...,b,Benzinga,www.benzinga.com
Excessive Alcohol Consumption Linked to 88000 Deaths Per Year,m,Headlines \& Global News,www.hngn.com
Johnson & Johnson Recalls Controversial Device That Could Spread Uterine  ...,m,Design \& Trend,www.designntrend.com
Here's what's trending: New leads on MH370; Obamacare enrollment hits 6  ...,b,al.com \(blog\),blog.al.com
NASA wants proposals to look for alien life on one of Jupiter's moons,t,RT \(blog\),rt.com
Some data deleted from pilot's flight simulator: Malaysia,b,Financial Express,www.financialexpress.com
Dove's Beauty Patch Experiment Wants You to Embrace What You Have,m,Mashable,mashable.com
How We Can Get Submarines to Travel at Supersonic Speed,t,Wired,www.wired.com
'Game Of Thrones' Season 4 Episode 2 Preview: What Will Happen In 'The Lion  ...,e,Latin Times,www.latintimes.com
CDC: One in 68 U.S. children has an autism spectrum disorder,m,fox6now.com,fox6now.com
'The Walking Dead': Who will die? (And other fearless finale theories),e,Entertainment Weekly,insidetv.ew.com
Bruce Jenner to walk Kim Kardashian down the aisle and wedding will not be  ...,e,hellomagazine.com,www.hellomagazine.com
Akamai Releases First Quarter 2014 â€˜State of the,t,PRWire \(press release\),prwire.com.au
Sharknado: The Video Game (Video Game Review),e,BioGamer Girl Magazine,www.biogamergirl.com
Venice Bar Patron Threatened With Taser In Google Glass Robbery,t,CBS Local,losangeles.cbslocal.com
Astronauts at ISS Kick a Ball in Microgravity to Celebrate World Cup,t,French Tribune,frenchtribune.com
The strong Chinese key figures released yesterday,b,FXstreet.com,www.fxstreet.com
"JP Morgan: China Recovery Priced In, Downgrades Yum Brands",b,Barron's \(blog\),blogs.barrons.com
BNP resignation won't stop US penalty,b,Independent Online,www.iol.co.za
Stacy Keibler Married! George Clooney's Ex Ties Knot With Entrepreneur  ...,e,Latin Times,www.latintimes.com
Facebook faces backlash from news feed manipulation experiment,t,InsideCounsel,www.insidecounsel.com
Carlos Slim to take a share cut; bows to Mexico reform,b,Economic Times,economictimes.indiatimes.com
Jay Z & Beyonce -- UNITED FRONT ... at Brooklyn Nets Game,e,TMZ.com,www.tmz.com
"Tech Firm Aereo Performs An Illegal Service, Supreme Court Says",t,Northwest Public Radio,nwpr.org
Google Now arrives on Chrome for Mac and Windows users,t,Tech Times,www.techtimes.com
Inflation in eurozone drops to lowest level in five years,b,European Voice,www.europeanvoice.com
WilCo ranked second-healthiest county in Texas,m,Community Impact Newspaper,impactnews.com
Electricity out as Millstone shifts to diesel,b,WWLP 22News,wwlp.com
Video: chatting Disney Infinity 2.0: Guardians of the Galaxy with senior producer  ...,e,Shacknews,www.shacknews.com
US 30-year Mortgage Rate Rises to 4.33 Pct,b,The Epoch Times,www.theepochtimes.com
Farewell to the Amby,b,The Asian Age,www.asianage.com
"Aereo to Face Uphill Battle in Supreme Court Next Week, Experts Say (analysis)",e,Huffington Post,www.huffingtonpost.com
Eric Holder mulling criminal prosecutions for big banks,b,Washington Examiner,washingtonexaminer.com
General Motors officials due back in Washington,t,WNWN-FM,wincountry.com
Colorado Collected $2.1 Million In January Taxes On Recreational Pot,b,KDLG,kdlg.org
"Iran Blocks WhatsApp Over “Zionist” Zuckerberg, Then Backtracks",t,ValueWalk,www.valuewalk.com
NASA And Boeing Most Powerful Rocket Deal Will Take us To Mars,t,WallStreet OTC,www.wallstreetotc.com
Health scare fuels Samsung successor talk,m,New York Post,nypost.com
Beyonce and Jay Z shine on 'On The Run' opening night: Review Round-Up,e,HitFix,www.hitfix.com
MAS air crews reeling after disasters | Bangkok Post: news,b,Bangkok Post,www.bangkokpost.com
Chinese Satellite Finds Object Near Jet Search Area,b,The Ledger,www.theledger.com
Hong Kong back on top of rich-list stakes as brand is reinforced,b,South China Morning Post,www.scmp.com
Watch: First Teaser Trailer for 'Hunger Games: Mockingjay - Part 1',e,First Showing,www.firstshowing.net
Final satellite data of Malaysia Flight 370 to be released Tuesday,b,Washington Times,www.washingtontimes.com
Ice cream stars in mixed Unilever performance,b,Proactive Investors UK,www.proactiveinvestors.co.uk
Grey's Anatomy 'Fear (of the Unknown)' season finale set to say goodbye to  ...,e,The Slanted,theslanted.com
Emissions Test To Cost $468 Million,t,KOLO,www.kolotv.com
Jodie Foster ties the knot with her girlfriend,e,The Times \(subscription\),www.thetimes.co.uk
"Congo Confirms Ebola Outbreak, Two Dead",m,SaharaReporters.com,saharareporters.com
PR Newswire,b,Virtual-Strategy Magazine \(press release\),www.virtual-strategy.com
Florida man gets Taco Bell TV ad because of famous name,b,WTSP 10 News,www.wtsp.com
HTC One Is More Durable Than Both Galaxy S5 & iPhone 5S,t,MotoringCrunch,motoringcrunch.com
Pink Floyd member's wife tweets new album details,e,amNY,www.amny.com
Xbox One update 1408 features come...,t,Neowin,www.neowin.net
Archaeopteryx: New Specimen Reveals Amazing Details about Feathers of  ...,t,Sci-News.com,www.sci-news.com
BoE's Weale says labour market slack suggests tighter rate policy needed,b,euronews,www.euronews.com
"Ford recalling almost 435000 cars, SUVs",t,WREX-TV,www.wrex.com
Rolf Harris victim: 'I don't know how he sleeps at night',e,Telegraph.co.uk,www.telegraph.co.uk
Remote Controlled Deep-Sea Vehicle Lost in Pacific,t,TheBlaze.com,www.theblaze.com
"Ray J offers Kim, Kanye sex tape proceeds as wedding gift: report",e,New York's PIX11 \/ WPIX-TV,pix11.com
'Shocking Modeling Photos': Duke Porn Star Belle Knox Is A Cutter Who Gets  ...,e,Headlines \& Global News,www.hngn.com
Pfizer Says It Won't Make Offer For AstraZeneca,b,IT Business Net,softwaredev.itbusinessnet.com
"Chip Stocks In news: Advanced Micro Devices (NYSE:AMD), Intel Corporation  ...",b,eFinance Hub,www.efinancehub.com
"Petco, Petsmart Pull Made-in-China Treats from Their Shelves",m,Jezebel,jezebel.com
Barriers and facilitators to HPV vaccination of young women in high-income  ...,m,7thSpace Interactive \(press release\),7thspace.com
Powdered alcohol product Palcohol set for launch in the United States,e,South China Morning Post,www.scmp.com
"Tesla Stock Rises On New Jersey Vote, Wedbush Rates It Outperform",t,ValueWalk,www.valuewalk.com
Asteroid interference higher than expected,t,Manoramaonline,english.manoramaonline.com
Samsung Galaxy S5 up for sale through MetroPCS,t,CNET,www.cnet.com
ECB approaches and inflation is a concern - Rabobank,b,FXstreet.com,www.fxstreet.com
"It's your wedding, not a Vogue shoot! Kimye ditch smiles for pouts in debut Mr  ...",e,Daily Star,www.dailystar.co.uk
Led Zeppelin is Officially Getting Sued Over 'Stairway to Heaven',e,100.7 WZLX Classic Rock,wzlx.cbslocal.com
Have We Cured Hepatitis C? New Treatment Has Over 90% Success Rate,m,Medical Daily,www.medicaldaily.com
Tesla Motors Inc (TSLA): A Reason To Be Worried?,t,ETF Daily News,etfdailynews.com
Pink Floyd to release new studio album this year,e,Firstpost,www.firstpost.com
GM formula starts with $1 million for each death,t,Houston Chronicle,www.houstonchronicle.com
Dismissed New York Times editor at Wake Forest graduation: Leading  ...,e,Newser,www.newser.com
Representative for Gwyneth Paltrow denies cheating rumours,e,Indian Express,indianexpress.com
China's Alibaba files for IPO that could be tech industry's biggest ever,t,San Jose Mercury News,www.mercurynews.com
"Report: Missourians, Kansans Have Saved $36 Million On Prescription Drugs  ...",m,KCUR,kcur.org
"Government's annual food poisoning report sees decline in salmonella, uptick in  ...",m,Oneida Dispatch,www.oneidadispatch.com
King Digital Entertainment PLC Given Consensus Rating of “Buy” by Brokerages  ...,b,WKRB News,www.wkrb13.com
Nobel laureate Gabriel Garcia Marquez dies at 87,e,APA,en.apa.az
Transformers: Age of Extinction set to overtake Avatar as the No.1 film of all time  ...,e,Irish Independent,www.independent.ie
Keith Urban News: Country Singer's Concert Declared 'Mass Casualty Incident  ...,e,Enstarz,www.enstarz.com
Jimmy Kimmel forces more celebrities to read mean tweets about themselves,e,OMG\! Canada \(blog\),ca.celebrity.yahoo.com
LG G Watch goes on sale: Will you buy it?,t,ITProPortal,www.itproportal.com
Networks Tout White House Report on Global Warming; Hype the Perils of  ...,t,NewsBusters \(blog\),newsbusters.org
The Best and Worst TV Shows Based on Movies,e,TV Guide,www.tvguide.com
Samsung adds 'kill switch' to smartphones after law enforcement pressure,t,Vallejo Times-Herald,www.timesheraldonline.com
GBP Rises After Carney Hints At Earlier Rate Hike,b,MarketPulse \(blog\),www.marketpulse.com
What you need to know about net neutrality,t,Engadget,www.engadget.com
"Samsung Galaxy S5 vs. Apple iPhone 5S, Which Is Faster?",t,PhoneBuff,www.phonebuff.com
Amy Adams Gives Up First-Class Seat To US Serviceman,e,Access Hollywood,www.accesshollywood.com
Google enhances email encryption,t,Indiana Gazette,www.indianagazette.com
"Transit Workers Get Wage Increase In MTA, Union Deal",b,Gothamist,gothamist.com
FCC's proposed net neutrality rules allow service providers to charge for 'fast lanes',t,UPI.com,www.upi.com
"With $36.4 million in second week, 'Transformers' edges 'Tammy' on weak July 4  ...",e,The Province,www.theprovince.com
Christian Rappers Cry Foul Over 'Paganism' in Katy Perry Hit,e,Entertainment Law Digest \(subscription\),www.entlawdigest.com
Fleetwood Mac Set to Embark On Fall Tour And Christine McVie Returns!,e,Concert Blogger \(blog\),concertblogger.com
Drake Bell's feud with Justin Bieber is more of a one-sided spat,e,OMG\! Canada \(blog\),ca.celebrity.yahoo.com
Don't Fear The Fat: Experts Question Saturated Fat Guidelines,m,WWNO,wwno.org
Barclays slashes thousands of investment banking jobs,b,euronews,www.euronews.com
"Flu Drugs Stockpiled May Do More Harm Than Good, Researchers Say",m,swissinfo.ch,www.swissinfo.ch
Guardians of the Galaxy: A Bratty Star Wars,e,TIME,time.com
Rapper Andre Johnson severly injured jumping off building,e,kplr11.com,kplr11.com
Microsoft to roll out Windows Phone 8.1 update from 24 June,t,Cable.co.uk,www.cable.co.uk
"Powdered alcohol approved by feds, causes a stir",e,Milwaukee Journal Sentinel \(blog\),www.jsonline.com
Mick Jagger bailed girlfriend L'Wren Scott out of debts before she committed  ...,e,Bollywood Life,www.bollywoodlife.com
Woman records herself having a stroke after doctors didn't believe her the first time,m,wtkr.com,wtkr.com
Around 50 million Android smartphones are still vulnerable to the Heartbleed Bug,t,Fox News,www.foxnews.com
How this Facebook photo helped the 'Burger King Baby' find her mother,t,Daily Democrat,www.dailydemocrat.com
9/11 Museum Gift Shop And Cafe: Appropriate Or Insulting To Victims?,e,CBS Local,newyork.cbslocal.com
Flipkart begins selling Moto E May 14,t,Delhi Daily News,www.delhidailynews.com
Seth Rogen – his movies will kill us all!,e,Irish Independent,www.independent.ie
Widespread Heartbleed Bug security flaw shocking,t,Northumberland News,www.northumberlandnews.com
"Robin Thicke, Paula Patton Divorce: Singer Tries to 'Get Her Back' at 2014  ...",e,BREATHEcast,www.breathecast.com
Rihanna Wears Nipple Showing See-Through Dress At 2014 CFDA Awards She  ...,e,Entertainmentwise,www.entertainmentwise.com
Sector Update: Healthcare Stocks Higher Pre-Market; Valeant Hikes Bid For  ...,m,NASDAQ,www.nasdaq.com
Anna Wintour Defends Kim Kardashian's Controversial Vogue Cover; Praises  ...,e,Christian Post,www.christianpost.com
Go Bookworms: LeVar Burton's 'Reading Rainbow' Kickstarter reaches $1  ...,e,HitFix,www.hitfix.com
Cancer Fighters Duel At Key ASCO Event,m,Yahoo News,news.yahoo.com
End of Windows XP support spells trouble,t,Youngstown Vindicator,www.vindy.com
CBS Outdoor Up on First Day,b,The Low Post News,www.lowpostnews.com
